pH	t/theta
5.797084808	1.134391667
5.805016995	1.136033333
5.813432217	1.137675
5.860340118	1.139316667
5.828506947	1.140958333
5.863317967	1.1426
5.827325821	1.144241667
5.857919216	1.145883333
5.792036057	1.147525
5.827665329	1.149166667
5.790055752	1.150808333
5.851820469	1.15245
5.803617477	1.154091667
5.817533016	1.155733333
5.797971726	1.157375
5.832269192	1.159016667
5.774472714	1.160658333
5.82895565	1.1623
5.799921989	1.163941667
5.81637001	1.165583333
5.807507992	1.167225
5.805263996	1.168866667
5.805728912	1.170508333
5.776065826	1.17215
5.786157608	1.173791667
5.765223503	1.175433333
5.755106926	1.177075
5.764275074	1.178716667
5.768619537	1.180358333
5.736858368	1.182
5.778460026	1.183641667
5.69707489	1.185283333
5.723373413	1.186925
5.712114811	1.188566667
5.705805302	1.190208333
5.694773674	1.19185
5.730834484	1.193491667
5.699531555	1.195133333
5.748672009	1.196775
5.678925514	1.198416667
5.706574917	1.200058333
5.645113945	1.2017
5.717699528	1.203341667
5.659745693	1.204983333
5.703891754	1.206625
5.673360348	1.208266667
5.706832886	1.209908333
5.664334774	1.21155
5.693068504	1.213191667
5.653008938	1.214833333
5.684906483	1.216475
5.680402279	1.218116667
5.641908169	1.219758333
5.626154423	1.2214
5.624538422	1.223041667
5.63065052	1.224683333
5.588147163	1.226325
5.600115776	1.227966667
5.59359026	1.229608333
5.619874477	1.23125
5.617766857	1.232891667
5.631431103	1.234533333
5.586844444	1.236175
5.594051838	1.237816667
5.571311951	1.239458333
5.574091911	1.2411
5.549854279	1.242741667
5.576292992	1.244383333
5.553566933	1.246025
5.578168869	1.247666667
5.534364224	1.249308333
5.417724133	1.25095
5.373005867	1.252591667
5.454815388	1.254233333
5.478654862	1.255875
5.534590244	1.257516667
5.464791775	1.259158333
5.496452332	1.2608
5.447968006	1.262441667
5.501894474	1.264083333
5.416567326	1.265725
5.440793991	1.267366667
5.449302673	1.269008333
5.497399807	1.27065
5.46003294	1.272291667
5.438563824	1.273933333
5.429028988	1.275575
5.429884434	1.277216667
5.439751625	1.278858333
5.407978058	1.2805
5.378123283	1.282141667
5.399050713	1.283783333
5.392334461	1.285425
5.361785412	1.287066667
5.336181641	1.288708333
5.322350025	1.29035
5.358226299	1.291991667
5.327510834	1.293633333
5.297496796	1.295275
5.29822588	1.296916667
5.327830315	1.298558333
5.314979076	1.3002
5.295338631	1.301841667
5.26030159	1.303483333
5.286998272	1.305125
5.261536121	1.306766667
5.274025917	1.308408333
5.194391727	1.31005
5.220487118	1.311691667
5.212973118	1.313333333
5.269839764	1.314975
5.171295643	1.316616667
5.167488575	1.318258333
5.16281414	1.3199
5.225522995	1.321541667
5.171652794	1.323183333
5.161412239	1.324825
5.127555847	1.326466667
5.164018631	1.328108333
5.169137001	1.32975
5.149568081	1.331391667
5.065876484	1.333033333
5.077891827	1.334675
5.052529335	1.336316667
5.044390202	1.337958333
5.007874489	1.3396
5.019258976	1.341241667
5.043988705	1.342883333
5.017168045	1.344525
5.003650188	1.346166667
4.943118572	1.347808333
4.979485035	1.34945
4.949511528	1.351091667
4.938593864	1.352733333
4.884801865	1.354375
4.894329071	1.356016667
4.878285885	1.357658333
4.906056881	1.3593
4.776025772	1.360941667
4.834210396	1.362583333
4.798776627	1.364225
4.856457233	1.365866667
4.750174046	1.367508333
4.76722002	1.36915
4.736114502	1.370791667
4.795232296	1.372433333
4.686337948	1.374075
4.732984543	1.375716667
4.688128948	1.377358333
4.712957859	1.379
4.649445057	1.380641667
4.644209385	1.382283333
4.618820667	1.383925
4.644863129	1.385566667
4.61694622	1.387208333
4.609828949	1.38885
4.662521362	1.390491667
4.650300026	1.392133333
4.556267738	1.393775
4.536445141	1.395416667
4.500275135	1.397058333
4.517211914	1.3987
4.517561436	1.400341667
4.473480701	1.401983333
4.466230869	1.403625
4.487539291	1.405266667
4.54481554	1.406908333
4.462896347	1.40855
4.442776203	1.410191667
4.406901836	1.411833333
4.456805229	1.413475
4.422807694	1.415116667
4.422449589	1.416758333
4.369449616	1.4184
4.422412872	1.420041667
4.400786877	1.421683333
4.424103737	1.423325
4.300785065	1.424966667
4.383063793	1.426608333
4.345273495	1.42825
4.378932476	1.429891667
4.31433773	1.431533333
4.374317169	1.433175
4.328154564	1.434816667
4.341276646	1.436458333
4.270530701	1.4381
4.303122997	1.439741667
4.30693388	1.441383333
4.299302101	1.443025
4.261270046	1.444666667
4.259521008	1.446308333
4.282873154	1.44795
4.283547878	1.449591667
4.286739826	1.451233333
4.222450256	1.452875
4.284527302	1.454516667
4.264284611	1.456158333
4.30444479	1.4578
4.228972435	1.459441667
4.221371174	1.461083333
4.195671082	1.462725
4.227663517	1.464366667
4.299447537	1.466008333
4.035982132	1.46765
4.199576378	1.469291667
4.169558525	1.470933333
4.144113064	1.472575
4.147934437	1.474216667
4.110808849	1.475858333
4.158529282	1.4775
4.147647381	1.479141667
4.16436863	1.480783333
4.108363152	1.482425
4.184103966	1.484066667
4.142255306	1.485708333
4.158252239	1.48735
4.10405016	1.488991667
4.146364689	1.490633333
4.112195969	1.492275
4.182567596	1.493916667
4.105090141	1.495558333
4.11649704	1.4972
4.057779312	1.498841667
4.132222652	1.500483333
4.145456314	1.502125
4.098095417	1.503766667
4.176515102	1.505408333
4.109863758	1.50705
4.161819935	1.508691667
4.118432522	1.510333333
4.105753899	1.511975
4.14263916	1.513616667
4.159432411	1.515258333
4.08161211	1.5169
4.054947853	1.518541667
4.100109577	1.520183333
4.211680412	1.521825
4.106062412	1.523466667
4.107291699	1.525108333
4.074851513	1.52675
4.131462574	1.528391667
4.040772438	1.530033333
4.13532114	1.531675
4.04600811	1.533316667
4.113460064	1.534958333
4.020312786	1.5366
4.128401279	1.538241667
4.05580473	1.539883333
4.09105587	1.541525
4.064006329	1.543166667
4.078557491	1.544808333
4.052335262	1.54645
4.080172062	1.548091667
4.05187273	1.549733333
4.132249832	1.551375
4.061901093	1.553016667
4.053123474	1.554658333
4.041497707	1.5563
4.04974699	1.557941667
4.06330204	1.559583333
4.049972534	1.561225
4.050958633	1.562866667
4.060943127	1.564508333
4.088722706	1.56615
4.057015419	1.567791667
4.037930012	1.569433333
4.037445545	1.571075
4.004199505	1.572716667
4.010605812	1.574358333
4.052889824	1.576
4.020726681	1.577641667
4.078032494	1.579283333
3.972424984	1.580925
4.026052952	1.582566667
4.0213871	1.584208333
4.054116249	1.58585
3.96859169	1.587491667
4.004670143	1.589133333
3.994250536	1.590775
4.019857884	1.592416667
3.979268789	1.594058333
4.003057957	1.5957
3.977439404	1.597341667
3.988484383	1.598983333
3.955919743	1.600625
4.006989002	1.602266667
3.984295607	1.603908333
4.006552696	1.60555
3.970705986	1.607191667
4.014347076	1.608833333
3.994060755	1.610475
4.010456085	1.612116667
3.990058422	1.613758333
3.919177294	1.6154
3.987024069	1.617041667
3.979996443	1.618683333
3.961097479	1.620325
3.953382731	1.621966667
3.995323181	1.623608333
3.957725763	1.62525
3.99216342	1.626891667
3.939899683	1.628533333
3.998663425	1.630175
3.941237927	1.631816667
3.974506855	1.633458333
3.954485416	1.6351
3.95128727	1.636741667
3.920055866	1.638383333
3.949701548	1.640025
3.932453871	1.641666667
3.952091217	1.643308333
3.889476538	1.64495
3.934945822	1.646591667
3.940519571	1.648233333
3.955267906	1.649875
3.876323462	1.651516667
3.97072649	1.653158333
3.923605442	1.6548
3.942361355	1.656441667
3.923244	1.658083333
3.977168798	1.659725
3.933755398	1.661366667
3.929403544	1.663008333
3.938252449	1.66465
3.979543686	1.666291667
3.906152725	1.667933333
3.928095579	1.669575
3.956740379	1.671216667
3.932124376	1.672858333
3.952534914	1.6745
3.903868437	1.676141667
3.9251225	1.677783333
3.948375702	1.679425
3.955127716	1.681066667
3.91315794	1.682708333
3.968639135	1.68435
3.902816773	1.685991667
3.915183067	1.687633333
3.886803865	1.689275
3.952904463	1.690916667
3.907888413	1.692558333
3.92978406	1.6942
3.897458315	1.695841667
3.963922262	1.697483333
3.904073477	1.699125
3.926800013	1.700766667
3.878568888	1.702408333
3.963728905	1.70405
3.862370014	1.705691667
3.920623541	1.707333333
3.855420113	1.708975
3.928370237	1.710616667
3.881817579	1.712258333
3.916548967	1.7139
3.880849361	1.715541667
3.932648897	1.717183333
3.885623932	1.718825
3.901877165	1.720466667
3.906778812	1.722108333
3.930627346	1.72375
3.897082806	1.725391667
3.888453722	1.727033333
3.904341936	1.728675
3.89768219	1.730316667
3.898801327	1.731958333
3.850223064	1.7336
3.903880835	1.735241667
3.866418123	1.736883333
3.894462347	1.738525
3.852634192	1.740166667
3.91826129	1.741808333
3.878494501	1.74345
3.913495064	1.745091667
3.863546372	1.746733333
3.904670954	1.748375
3.867492437	1.750016667
3.921317577	1.751658333
3.83942771	1.7533
3.903307438	1.754941667
3.874686241	1.756583333
3.882122755	1.758225
3.809237003	1.759866667
3.881212235	1.761508333
3.841371775	1.76315
3.906429052	1.764791667
3.845623016	1.766433333
3.880134106	1.768075
3.845527887	1.769716667
3.894157887	1.771358333
3.840484381	1.773
3.871183634	1.774641667
3.85856247	1.776283333
3.878588438	1.777925
3.847397327	1.779566667
3.880034924	1.781208333
3.894056559	1.78285
3.84129715	1.784491667
3.863850594	1.786133333
3.831330299	1.787775
3.875539064	1.789416667
3.83781457	1.791058333
3.84881568	1.7927
3.823442221	1.794341667
3.814687014	1.795983333
3.844232798	1.797625
3.854680538	1.799266667
3.822365999	1.800908333
3.874507904	1.80255
3.839790106	1.804191667
3.872931242	1.805833333
3.814617872	1.807475
3.890125513	1.809116667
3.831885099	1.810758333
3.87878418	1.8124
3.825866222	1.814041667
3.883521318	1.815683333
3.823691845	1.817325
3.874768972	1.818966667
3.803277731	1.820608333
3.874650478	1.82225
3.8205235	1.823891667
3.839002848	1.825533333
3.803376198	1.827175
3.872343302	1.828816667
3.817913771	1.830458333
3.848541021	1.8321
3.827475309	1.833741667
3.840077162	1.835383333
3.837125778	1.837025
3.8265028	1.838666667
3.832037449	1.840308333
3.828736544	1.84195
3.85873723	1.843591667
3.808183193	1.845233333
3.835575819	1.846875
3.79410553	1.848516667
3.828609943	1.850158333
3.786466599	1.8518
3.814653158	1.853441667
3.781620741	1.855083333
3.848101854	1.856725
3.782378674	1.858366667
3.80042243	1.860008333
3.775191784	1.86165
3.85074544	1.863291667
3.804581642	1.864933333
3.839531899	1.866575
3.765013456	1.868216667
3.831436396	1.869858333
3.79005456	1.8715
3.849752188	1.873141667
3.766372919	1.874783333
3.827592373	1.876425
3.774344206	1.878066667
3.835746765	1.879708333
3.773318291	1.88135
3.797279358	1.882991667
3.774232626	1.884633333
3.831953526	1.886275
3.749207735	1.887916667
3.807975054	1.889558333
3.781353712	1.8912
3.802301884	1.892841667
3.808901787	1.894483333
3.787901163	1.896125
3.799463987	1.897766667
3.775182962	1.899408333
3.805357695	1.90105
3.778123617	1.902691667
3.804240704	1.904333333
3.755183458	1.905975
3.782739401	1.907616667
3.799478054	1.909258333
3.830721378	1.9109
3.745746136	1.912541667
3.814611912	1.914183333
3.75124073	1.915825
3.778096914	1.917466667
3.729923964	1.919108333
3.772312403	1.92075
3.74722743	1.922391667
3.79440546	1.924033333
3.750149727	1.925675
3.806700707	1.927316667
3.752778292	1.928958333
3.792617321	1.9306
3.72427392	1.932241667
3.728738785	1.933883333
3.712865114	1.935525
3.795145989	1.937166667
3.735487461	1.938808333
3.763303995	1.94045
3.72479701	1.942091667
3.762499332	1.943733333
3.763163328	1.945375
3.743380785	1.947016667
3.720383883	1.948658333
3.768656492	1.9503
3.761753082	1.951941667
3.724481821	1.953583333
3.650774002	1.955225
3.581445694	1.956866667
3.746072292	1.958508333
3.668299198	1.96015
3.671228886	1.961791667
3.665679216	1.963433333
3.732434273	1.965075
3.717074394	1.966716667
3.715402365	1.968358333
