pH	t/theta
3.655382633	1.97
3.730024338	1.971641667
3.714980125	1.973283333
3.746809959	1.974925
3.677262306	1.976566667
3.714131594	1.978208333
3.709316492	1.97985
3.772074699	1.981491667
3.690912962	1.983133333
3.735378742	1.984775
3.75541234	1.986416667
3.786560774	1.988058333
3.745016575	1.9897
3.794700623	1.991341667
3.735583544	1.992983333
3.803905964	1.994625
3.718490839	1.996266667
3.75728941	1.997908333
3.690256357	1.99955
3.734586	2.001191667
3.731454611	2.002833333
3.767316341	2.004475
3.703543186	2.006116667
3.755939007	2.007758333
3.729820252	2.0094
3.729717493	2.011041667
3.718675375	2.012683333
3.732445955	2.014325
3.754758358	2.015966667
3.730155945	2.017608333
3.744321108	2.01925
3.721762896	2.020891667
3.751400948	2.022533333
3.687882662	2.024175
3.757746458	2.025816667
3.691158772	2.027458333
3.780670643	2.0291
3.704841852	2.030741667
3.750442267	2.032383333
3.70674324	2.034025
3.786191702	2.035666667
3.757956266	2.037308333
3.721506119	2.03895
3.679762125	2.040591667
3.734088659	2.042233333
3.710894585	2.043875
3.738749743	2.045516667
3.683017492	2.047158333
3.741674423	2.0488
3.706067324	2.050441667
3.732008219	2.052083333
3.693388462	2.053725
3.729709387	2.055366667
3.71240592	2.057008333
3.717647076	2.05865
3.690923214	2.060291667
3.705927849	2.061933333
3.736121893	2.063575
3.706958532	2.065216667
3.723748922	2.066858333
3.693483353	2.0685
3.744002342	2.070141667
3.693089724	2.071783333
3.709773302	2.073425
3.687350512	2.075066667
3.744859219	2.076708333
3.707115412	2.07835
3.696511269	2.079991667
3.680711031	2.081633333
3.742886782	2.083275
3.688877106	2.084916667
3.745957851	2.086558333
3.678849697	2.0882
3.734657764	2.089841667
3.679857492	2.091483333
3.731146812	2.093125
3.6638484	2.094766667
3.708781004	2.096408333
3.683139324	2.09805
3.695287228	2.099691667
3.66673398	2.101333333
3.729928732	2.102975
3.668498755	2.104616667
3.669275522	2.106258333
3.667545319	2.1079
3.702109575	2.109541667
3.641672134	2.111183333
3.693729639	2.112825
3.686695337	2.114466667
3.699327469	2.116108333
3.710700035	2.11775
3.692630291	2.119391667
3.695851088	2.121033333
3.686855793	2.122675
3.722161055	2.124316667
3.673608542	2.125958333
3.705192328	2.1276
3.706386566	2.129241667
3.724499464	2.130883333
3.684918165	2.132525
3.704547882	2.134166667
3.6619308	2.135808333
3.691802979	2.13745
3.666372299	2.139091667
3.682224512	2.140733333
3.665153027	2.142375
3.728999376	2.144016667
3.644377708	2.145658333
3.71487093	2.1473
3.647076368	2.148941667
3.728373528	2.150583333
3.679596186	2.152225
3.741069078	2.153866667
3.672051668	2.155508333
3.724492312	2.15715
3.665478945	2.158791667
3.700692415	2.160433333
3.658666372	2.162075
3.709992886	2.163716667
3.664865732	2.165358333
3.71036911	2.167
3.664846659	2.168641667
3.713157654	2.170283333
3.680342913	2.171925
3.717215776	2.173566667
3.580379725	2.175208333
3.850910664	2.17685
3.715082884	2.178491667
3.707003355	2.180133333
3.597215891	2.181775
3.608094215	2.183416667
3.605240345	2.185058333
3.58516407	2.1867
3.742462874	2.188341667
3.637931585	2.189983333
3.635017395	2.191625
3.647491217	2.193266667
3.605528355	2.194908333
3.620237351	2.19655
3.632396221	2.198191667
3.610976458	2.199833333
3.604578018	2.201475
3.785074949	2.203116667
3.731371641	2.204758333
3.676945448	2.2064
3.602264404	2.208041667
3.607305288	2.209683333
3.737858295	2.211325
3.620725155	2.212966667
3.650568485	2.214608333
3.632608891	2.21625
3.672234535	2.217891667
3.840899944	2.219533333
3.568011999	2.221175
3.5701859	2.222816667
3.579728603	2.224458333
3.805330277	2.2261
3.596419811	2.227741667
3.544257164	2.229383333
3.715221405	2.231025
3.629484177	2.232666667
3.714491844	2.234308333
3.549002647	2.23595
3.538759947	2.237591667
3.58844924	2.239233333
3.572322607	2.240875
3.593385935	2.242516667
3.555243492	2.244158333
3.565193415	2.2458
3.709150076	2.247441667
3.588456392	2.249083333
3.522429228	2.250725
3.560318232	2.252366667
3.551799774	2.254008333
3.616675377	2.25565
3.594985008	2.257291667
3.592287779	2.258933333
3.535280943	2.260575
3.601848841	2.262216667
3.517860889	2.263858333
3.569675922	2.2655
3.888518572	2.267141667
4.012999535	2.268783333
3.52463007	2.270425
3.491887569	2.272066667
3.505723	2.273708333
3.456084013	2.27535
3.439996958	2.276991667
3.476202011	2.278633333
3.426250219	2.280275
3.436813831	2.281916667
3.436766625	2.283558333
3.434129	2.2852
3.433337927	2.286841667
3.432572603	2.288483333
3.437824488	2.290125
3.436102867	2.291766667
3.435347319	2.293408333
3.437158346	2.29505
3.43438983	2.296691667
3.431519508	2.298333333
3.42707634	2.299975
3.501678228	2.301616667
3.469956636	2.303258333
3.44348383	2.3049
3.424826622	2.306541667
3.421411037	2.308183333
3.423603296	2.309825
3.428975344	2.311466667
3.418075562	2.313108333
3.421357632	2.31475
3.212110043	2.316391667
3.389137507	2.318033333
3.401186943	2.319675
3.412903309	2.321316667
3.420215368	2.322958333
3.424748421	2.3246
3.430505753	2.326241667
3.437315941	2.327883333
3.4379251	2.329525
3.422102213	2.331166667
3.414885998	2.332808333
3.422287941	2.33445
3.428108215	2.336091667
3.434929609	2.337733333
3.439274311	2.339375
3.439296484	2.341016667
3.441550016	2.342658333
3.442796707	2.3443
3.444872379	2.345941667
3.446645737	2.347583333
3.448472977	2.349225
3.450845957	2.350866667
3.451844215	2.352508333
3.452544928	2.35415
3.453658342	2.355791667
3.456348419	2.357433333
3.456528902	2.359075
3.457536459	2.360716667
3.456925869	2.362358333
3.455286026	2.364
3.446012497	2.365641667
3.446200371	2.367283333
3.429135799	2.368925
3.435395002	2.370566667
3.440541506	2.372208333
3.445075989	2.37385
3.446695805	2.375491667
3.451276064	2.377133333
3.45374155	2.378775
3.455499888	2.380416667
3.456711531	2.382058333
3.458885908	2.3837
3.460467339	2.385341667
3.462057591	2.386983333
3.463499546	2.388625
3.464091778	2.390266667
3.464410782	2.391908333
3.469624281	2.39355
3.467581034	2.395191667
3.468469143	2.396833333
3.475562811	2.398475
3.466907024	2.400116667
3.468891859	2.401758333
3.470442057	2.4034
3.472612858	2.405041667
3.47255373	2.406683333
3.472824097	2.408325
3.473078728	2.409966667
3.47265625	2.411608333
3.474417687	2.41325
3.474162817	2.414891667
3.474864721	2.416533333
3.475652933	2.418175
